,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng
5059,education,1,2006,USA,5.0,30260000.0,1.0,9.0,37.4852152,-122.2363548
5061,mobile,1,2011,other,5.0,125371133.0,1.0,1.0,41.1579438,-8.6291053
5067,web,1,2006,USA,5.0,125371133.0,1.0,1.0,49.282729100000005,-123.1207375
5086,games_video,1,2000,USA,4.0,49550000.0,2.0,17.0,34.0900091,-118.3617443
5087,other,1,2009,USA,5.0,125371133.0,1.0,1.0,38.933867600000006,-77.17726040000001
5089,web,1,2008,FRA,5.0,125371133.0,2.0,2.0,48.117266,-1.6777925999999999
5102,web,1,1995,USA,5.0,125371133.0,1.0,2.0,40.1498124,-77.12831329999999
5103,other,2,2003,USA,5.0,125371133.0,1.0,2.0,40.0378755,-76.3055144
5111,web,1,2011,USA,5.0,125371133.0,1.0,1.0,40.760779299999996,-111.89104740000002
5112,games_video,1,2007,GBR,5.0,125371133.0,1.0,1.0,52.205337,0.12181700000000001
5115,software,1,2005,USA,5.0,125371133.0,1.0,6.0,38.9787544,-94.5673493
5119,software,1,1996,NLD,5.0,125371133.0,1.0,1.0,52.3702157,4.895167900000001
5120,other,1,2004,USA,5.0,125371133.0,1.0,1.0,37.322997799999996,-122.03218229999999
5121,web,1,2007,GBR,5.0,125371133.0,1.0,4.0,51.5073509,-0.12775830000000002
5124,advertising,1,2011,other,5.0,125371133.0,2.0,1.0,31.230390399999997,121.4737021
5142,software,1,2006,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
5145,ecommerce,1,2004,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
5148,network_hosting,1,2007,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824
5149,advertising,1,2010,other,5.0,125371133.0,1.0,1.0,-34.6036844,-58.381559100000004
5150,software,1,1999,FRA,5.0,125371133.0,1.0,5.0,48.856614,2.3522218999999995
5151,consulting,1,2007,USA,5.0,125371133.0,1.0,1.0,37.9340915,-122.53525390000001
5164,advertising,1,2004,USA,5.0,125371133.0,1.0,1.0,33.7879139,-117.8531007
5165,consulting,1,1997,USA,5.0,125371133.0,1.0,1.0,40.6686336,-73.61191290000001
5166,public_relations,1,2007,USA,5.0,125371133.0,1.0,4.0,38.6857367,-121.082167
5173,web,2,2005,USA,5.0,125371133.0,1.0,10.0,37.7749295,-122.4194155
5174,web,4,1996,USA,5.0,125371133.0,4.0,23.0,47.6101497,-122.2015159
5178,games_video,1,1998,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.24368490000002
5181,network_hosting,1,2006,USA,6.0,43500000.0,2.0,22.0,38.6779591,-121.17605829999998
5186,enterprise,1,2007,other,5.0,125371133.0,1.0,5.0,-25.6692433,31.676075399999995
5189,web,2,1994,USA,5.0,125371133.0,1.0,8.0,32.715738,-117.1610838
5191,search,1,2006,USA,5.0,125371133.0,1.0,2.0,35.7795897,-78.6381787
5192,web,1,2008,USA,5.0,125371133.0,1.0,5.0,40.6781784,-73.94415790000001
5194,web,1,2011,USA,5.0,125371133.0,1.0,4.0,39.9525839,-75.1652215
5204,ecommerce,1,2010,other,5.0,125371133.0,1.0,1.0,45.464203499999996,9.189982
5210,games_video,2,1996,CAN,5.0,125371133.0,2.0,8.0,48.428420700000004,-123.36564440000001
5225,games_video,1,2010,other,5.0,125371133.0,1.0,3.0,41.0082376,28.978358899999996
5226,software,1,2009,other,5.0,125371133.0,1.0,1.0,35.6894875,139.69170640000002
5227,software,1,1994,USA,5.0,125371133.0,1.0,2.0,42.2286954,-71.5225646
5230,games_video,1,1999,USA,7.0,585774337.0,3.0,12.0,39.0839973,-77.1527578
5232,ecommerce,1,2004,other,5.0,125371133.0,1.0,1.0,57.70887,11.97456
5234,ecommerce,1,2011,USA,5.0,125371133.0,2.0,2.0,40.7127753,-74.0059728
5236,software,1,2008,IND,5.0,125371133.0,1.0,3.0,12.9715987,77.5945627
5238,software,1,1996,USA,9.0,86708653.0,1.0,22.0,42.376485200000005,-71.2356113
5248,web,1,2008,other,5.0,125371133.0,2.0,3.0,50.8503463,4.3517211
5257,other,1,2006,USA,5.0,125371133.0,1.0,1.0,39.4195499,-76.7802528
5259,web,1,2008,USA,5.0,125371133.0,1.0,1.0,38.7430645,-94.8255166
5261,web,2,2008,USA,5.0,125371133.0,3.0,2.0,47.6062095,-122.33207079999998
5263,web,1,2012,USA,5.0,125371133.0,1.0,1.0,40.800656700000005,-73.7284647
5265,consulting,1,2006,IND,5.0,125371133.0,1.0,1.0,18.5204303,73.85674370000001
5267,software,1,2005,DEU,5.0,125371133.0,1.0,3.0,53.07929620000001,8.8016936
5268,public_relations,1,1995,IND,5.0,125371133.0,1.0,4.0,28.6139391,77.20902120000001
5271,web,1,2011,IND,5.0,125371133.0,1.0,1.0,22.307158800000003,73.1812187
5276,other,1,1999,other,5.0,125371133.0,1.0,5.0,59.3293235,18.068580800000003
5277,web,1,2001,other,5.0,125371133.0,1.0,3.0,46.2984285,7.055013400000001
5278,advertising,1,2007,CAN,5.0,125371133.0,1.0,3.0,43.544804799999994,-80.24816659999999
5281,ecommerce,1,2007,USA,5.0,125371133.0,1.0,2.0,45.783285600000006,-108.50069040000001
5282,software,1,2000,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
5283,games_video,3,2011,IRL,5.0,125371133.0,1.0,2.0,53.34980529999999,-6.2603097000000005
5284,advertising,1,2007,GBR,5.0,125371133.0,1.0,1.0,34.29987620000001,-79.87617409999999
5296,software,1,2001,DEU,5.0,125371133.0,1.0,1.0,48.1725613,12.831075300000002
5303,software,1,2011,IRL,5.0,125371133.0,1.0,4.0,53.34980529999999,-6.2603097000000005
5311,consulting,1,2010,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
5314,network_hosting,1,2004,USA,5.0,125371133.0,1.0,1.0,39.768403,-86.158068
5320,mobile,2,2011,USA,5.0,125371133.0,2.0,5.0,45.523062200000005,-122.6764815
5321,other,1,2012,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
5324,software,1,2011,USA,5.0,125371133.0,1.0,2.0,34.0522342,-118.24368490000002
5330,other,1,2000,USA,4.0,41500000.0,1.0,18.0,42.479261799999996,-71.1522765
5331,mobile,2,2000,USA,4.0,68400000.0,1.0,6.0,37.354107899999995,-121.9552356
5334,public_relations,1,1992,USA,5.0,125371133.0,1.0,1.0,41.8500284,-88.3125738
5339,public_relations,1,1999,USA,5.0,125371133.0,1.0,16.0,37.7652065,-122.2416355
5347,web,1,2011,CAN,5.0,125371133.0,1.0,1.0,51.253775,-85.32321400000001
5348,software,1,2007,USA,6.0,40806300.0,2.0,17.0,46.7866719,-92.10048520000001
5349,web,2,2011,USA,5.0,125371133.0,1.0,2.0,37.441883399999995,-122.14301950000001
5354,advertising,1,2007,USA,5.0,125371133.0,1.0,1.0,34.136118700000004,-117.86533899999999
5355,software,1,2006,USA,5.0,125371133.0,1.0,5.0,37.368829999999996,-122.03634960000001
5357,software,1,2007,USA,5.0,125371133.0,1.0,1.0,33.980289299999995,-118.45174490000001
5373,web,1,2004,USA,5.0,125371133.0,1.0,5.0,37.7652065,-122.2416355
5374,network_hosting,1,2006,USA,5.0,125371133.0,1.0,4.0,37.8718992,-122.2585399
5375,advertising,1,1995,USA,5.0,125371133.0,1.0,1.0,33.4483771,-112.07403729999999
5376,enterprise,1,2009,other,5.0,125371133.0,1.0,3.0,64.1265206,-21.8174392
5380,web,1,2008,USA,5.0,125371133.0,1.0,2.0,34.01945429999999,-118.4911912
5382,web,1,2007,AUS,5.0,125371133.0,1.0,1.0,-33.8688197,151.2092955
5390,web,1,2008,USA,5.0,125371133.0,1.0,3.0,40.0583238,-74.40566120000001
5392,other,1,2008,other,5.0,125371133.0,1.0,2.0,9.5680116,77.9624435
5393,software,1,2003,other,5.0,125371133.0,1.0,2.0,47.8416342,13.2524669
5394,ecommerce,1,1999,GBR,5.0,125371133.0,1.0,13.0,51.5073509,-0.12775830000000002
5401,mobile,1,2000,other,5.0,125371133.0,1.0,1.0,48.108956,16.2853875
5409,advertising,1,2001,IND,5.0,125371133.0,1.0,1.0,22.572646,88.363895
5414,advertising,1,2010,USA,5.0,125371133.0,1.0,4.0,33.952602,-84.5499327
5415,software,1,2011,other,5.0,125371133.0,1.0,2.0,-33.9221814,18.4409577
5416,web,1,2008,USA,5.0,125371133.0,1.0,7.0,38.252664700000004,-85.7584557
5420,other,3,2008,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035
5421,web,1,2006,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
5425,software,1,1990,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824
5440,games_video,1,2007,GBR,5.0,125371133.0,3.0,1.0,51.5073509,-0.12775830000000002
5443,ecommerce,1,2011,USA,5.0,125371133.0,1.0,2.0,39.2903848,-76.6121893
5446,web,1,2010,USA,5.0,125371133.0,2.0,1.0,37.338208200000004,-121.88632859999998
5448,software,1,2011,USA,5.0,125371133.0,1.0,1.0,44.977753,-93.2650108
5449,other,1,2011,CAN,5.0,125371133.0,1.0,1.0,45.3088185,-75.89868349999999
5453,ecommerce,2,2011,USA,5.0,125371133.0,2.0,3.0,37.3852183,-122.1141298
5456,software,1,2005,CAN,5.0,125371133.0,1.0,2.0,42.492785999999995,-92.3425775
5458,web,1,2008,USA,5.0,125371133.0,2.0,5.0,38.5815719,-121.49439960000001
5460,public_relations,1,1953,other,5.0,125371133.0,1.0,1.0,14.6760413,121.0437003
5470,other,1,1999,USA,5.0,125371133.0,1.0,12.0,25.7616798,-80.1917902
5483,biotech,1,2011,USA,5.0,83403542.0,1.0,6.0,42.360082500000004,-71.0588801
5489,web,1,2000,USA,5.0,125371133.0,2.0,3.0,37.7749295,-122.4194155
5490,network_hosting,1,1999,other,5.0,125371133.0,1.0,4.0,1.352083,103.819836
5494,software,1,2011,USA,5.0,125371133.0,1.0,4.0,41.4298516,-81.3910999
5495,software,1,2006,other,5.0,125371133.0,1.0,1.0,41.0082376,28.978358899999996
5501,software,1,2011,USA,5.0,125371133.0,1.0,1.0,52.486243,-1.8904009999999998
5502,web,1,2007,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522218999999995
5503,consulting,1,2002,FRA,5.0,125371133.0,1.0,1.0,48.884831,2.26851
5504,consulting,1,2011,USA,5.0,125371133.0,1.0,5.0,42.360082500000004,-71.0588801
5508,mobile,1,2006,USA,5.0,125371133.0,1.0,3.0,33.8883487,-118.30896240000001
5510,network_hosting,1,1997,USA,5.0,125371133.0,1.0,3.0,35.791540000000005,-78.78111690000001
5515,ecommerce,1,2000,other,5.0,125371133.0,1.0,2.0,50.930690000000006,5.33248
5521,advertising,1,2007,other,5.0,125371133.0,2.0,2.0,60.205491099999996,24.6559
5524,ecommerce,1,2010,USA,5.0,125371133.0,1.0,2.0,34.8526176,-82.3940104
5525,consulting,1,2004,USA,5.0,125371133.0,1.0,3.0,40.5753817,-74.3223703
5534,software,1,2006,USA,5.0,125371133.0,1.0,1.0,37.548269700000006,-121.98857190000001
5556,network_hosting,1,2001,GBR,5.0,125371133.0,1.0,1.0,37.0326091,-95.6217695
5560,other,1,1994,USA,5.0,125371133.0,1.0,10.0,32.8767389,-117.13824040000002
5573,other,1,2007,USA,5.0,40000000.0,3.0,24.0,40.7127753,-74.0059728
5574,education,1,2009,USA,5.0,125371133.0,1.0,4.0,47.6101497,-122.2015159
5579,other,1,2005,USA,5.0,125371133.0,3.0,4.0,26.4614625,-80.07282009999999
5581,software,1,2008,USA,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902
5585,mobile,1,1999,USA,5.0,125371133.0,2.0,7.0,37.562991700000005,-122.32552539999999
5591,ecommerce,1,2009,GBR,5.0,125371133.0,1.0,1.0,40.6862075,-75.49685009999999
5603,network_hosting,1,2008,GBR,5.0,125371133.0,1.0,2.0,50.719164,-1.880769
5610,enterprise,1,2009,GBR,5.0,125371133.0,1.0,2.0,51.986662,-2.589066
5613,other,1,2011,GBR,5.0,125371133.0,1.0,1.0,36.7156084,-95.9314724
5615,public_relations,1,2007,ESP,5.0,125371133.0,1.0,4.0,41.3850639,2.1734035
5618,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
5622,other,1,2009,USA,4.0,311453228.0,2.0,5.0,32.814017699999994,-96.9488945
5632,software,2,2006,CAN,5.0,125371133.0,2.0,3.0,43.8561002,-79.3370188
5633,software,2,1998,USA,5.0,125371133.0,2.0,23.0,37.831315999999994,-122.2852473
5635,other,1,1919,other,5.0,125371133.0,1.0,7.0,35.6894875,139.69170640000002
5636,other,1,2010,USA,5.0,125371133.0,1.0,2.0,43.0389025,-87.9064736
5639,software,1,2011,USA,5.0,125371133.0,1.0,2.0,41.8781136,-87.62979820000001
5644,ecommerce,1,2005,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
5645,software,2,1986,CAN,5.0,125371133.0,1.0,4.0,45.5016889,-73.567256
5647,mobile,1,1999,GBR,5.0,125371133.0,1.0,5.0,51.5073509,-0.12775830000000002
5655,ecommerce,1,1973,CAN,5.0,125371133.0,1.0,1.0,51.0486151,-114.07084590000001
5657,web,1,2013,GBR,5.0,125371133.0,1.0,1.0,53.4807593,-2.2426305
5658,other,1,2011,CAN,5.0,125371133.0,1.0,1.0,43.653226000000004,-79.3831843
5659,mobile,1,2008,USA,5.0,125371133.0,1.0,3.0,37.3860517,-122.08385109999999
5661,public_relations,1,2009,USA,5.0,125371133.0,1.0,9.0,39.768403,-86.158068
5663,mobile,1,2010,USA,5.0,125371133.0,1.0,2.0,32.7766642,-96.7969879
5668,other,1,2007,IND,5.0,125371133.0,1.0,3.0,28.6139391,77.20902120000001
5677,software,1,2009,CAN,5.0,125371133.0,1.0,2.0,43.653226000000004,-79.3831843
5682,software,1,2012,other,5.0,125371133.0,2.0,2.0,27.7172453,85.3239605
5684,software,1,2002,other,5.0,125371133.0,1.0,2.0,65.01208879999999,25.4650772
5686,education,1,2005,other,5.0,125371133.0,1.0,2.0,37.9838096,23.7275388
5702,advertising,1,2005,GBR,5.0,125371133.0,2.0,1.0,43.0213783,-96.6308708
5721,consulting,1,1997,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155
5722,other,1,2011,other,5.0,125371133.0,2.0,4.0,50.8503463,4.3517211
5729,ecommerce,1,2002,USA,5.0,125371133.0,1.0,6.0,41.8489872,-72.5717551
5732,other,1,2008,IND,5.0,125371133.0,1.0,2.0,17.6868159,83.2184815
5735,enterprise,1,2007,USA,5.0,103700000.0,3.0,54.0,37.7749295,-122.4194155
5755,enterprise,1,2010,other,5.0,125371133.0,1.0,2.0,22.3771304,114.1974398
5759,games_video,1,2011,IRL,5.0,125371133.0,1.0,4.0,53.34980529999999,-6.2603097000000005
5762,search,1,2010,GBR,5.0,125371133.0,1.0,2.0,42.9839192,-80.8118345
5764,consulting,1,2002,NLD,5.0,125371133.0,1.0,2.0,52.3702157,4.895167900000001
5765,advertising,1,2007,USA,5.0,41290000.0,3.0,24.0,37.7749295,-122.4194155
5779,web,1,2011,USA,5.0,125371133.0,1.0,3.0,34.0928092,-118.3286614
5790,other,1,2011,GBR,5.0,125371133.0,1.0,4.0,51.5073509,-0.12775830000000002
5791,consulting,1,2011,other,5.0,125371133.0,1.0,6.0,6.601838000000001,3.3514863
5793,software,1,2000,other,5.0,125371133.0,1.0,1.0,59.4369608,24.7535747
5794,education,1,2010,USA,5.0,125371133.0,1.0,2.0,37.2295733,-80.4139393
5797,education,1,2009,ISR,5.0,125371133.0,1.0,3.0,32.0852999,34.7817676
5804,other,1,2009,USA,5.0,125371133.0,1.0,6.0,30.267153000000004,-97.7430608
5807,mobile,1,2011,CAN,5.0,125371133.0,1.0,2.0,45.5016889,-73.567256
5816,software,1,2009,ESP,5.0,125371133.0,1.0,2.0,37.3890924,-5.984458900000001
5818,web,2,2003,USA,5.0,125371133.0,2.0,3.0,35.791540000000005,-78.78111690000001
5825,public_relations,1,2000,GBR,5.0,125371133.0,1.0,2.0,51.270363,0.522699
5826,games_video,1,2005,GBR,5.0,125371133.0,1.0,1.0,53.723466,-1.345968
5829,web,2,1998,USA,5.0,125371133.0,2.0,7.0,35.2270869,-80.8431267
5833,ecommerce,1,2006,IND,5.0,125371133.0,1.0,1.0,19.2183307,72.9780897
5840,ecommerce,1,2010,IND,4.0,202000000.0,3.0,2.0,28.6139391,77.20902120000001
5843,consulting,1,1997,NLD,5.0,125371133.0,1.0,3.0,51.9380734,4.5917782
5844,software,1,2009,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184
5847,enterprise,2,2001,USA,5.0,125371133.0,1.0,1.0,42.4906231,-71.27600890000001
5852,web,1,2011,other,5.0,125371133.0,1.0,2.0,41.0082376,28.978358899999996
5858,public_relations,1,2007,USA,5.0,125371133.0,1.0,2.0,32.7766642,-96.7969879
5859,education,1,2011,other,5.0,125371133.0,1.0,2.0,59.3517412,24.6104962
5860,web,1,2011,USA,5.0,125371133.0,1.0,3.0,40.6781784,-73.94415790000001
5865,ecommerce,1,2011,USA,5.0,125371133.0,1.0,4.0,40.7127753,-74.0059728
5869,consulting,1,1999,USA,5.0,125371133.0,1.0,1.0,32.8383828,-116.97391670000002
5875,enterprise,1,2005,USA,5.0,125371133.0,1.0,3.0,40.440624799999995,-79.9958864
5876,web,1,2001,USA,5.0,125371133.0,1.0,3.0,34.021122399999996,-118.3964665
5879,public_relations,1,2005,other,5.0,125371133.0,1.0,1.0,41.0082376,28.978358899999996
5881,consulting,1,2009,USA,5.0,125371133.0,2.0,1.0,39.9525839,-75.1652215
5882,ecommerce,1,2011,CAN,5.0,125371133.0,1.0,1.0,43.653226000000004,-79.3831843
5884,web,1,2007,USA,5.0,125371133.0,2.0,2.0,37.8271784,-122.2913078
5887,education,1,2010,USA,5.0,125371133.0,2.0,3.0,43.5407172,-116.5634625
5890,web,1,2008,USA,5.0,125371133.0,2.0,3.0,40.760779299999996,-111.89104740000002
5898,education,1,2009,USA,5.0,125371133.0,1.0,4.0,45.487062,-122.8037102
5899,software,1,2005,AUS,5.0,125371133.0,1.0,1.0,-33.8688197,151.2092955
5901,games_video,1,2011,USA,5.0,125371133.0,1.0,1.0,34.01945429999999,-118.4911912
5904,hardware,1,2006,NLD,5.0,125371133.0,1.0,40.0,52.3702157,4.895167900000001
5907,software,1,2002,USA,5.0,125371133.0,1.0,1.0,37.562991700000005,-122.32552539999999
5909,software,1,2006,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522218999999995
5913,mobile,1,2011,USA,5.0,125371133.0,1.0,1.0,37.3860517,-122.08385109999999
5920,public_relations,1,1988,IRL,5.0,125371133.0,1.0,1.0,53.2943958,-6.1338666
5924,software,1,2002,USA,5.0,125371133.0,2.0,11.0,37.4529598,-122.1817252
5926,web,1,2001,GBR,5.0,125371133.0,1.0,1.0,55.864237,-4.251806
5929,advertising,1,2010,DEU,5.0,125371133.0,1.0,3.0,53.5510846,9.9936819
5930,advertising,1,2011,USA,5.0,125371133.0,1.0,5.0,40.744679,-73.94854240000001
5931,advertising,1,2011,DEU,5.0,125371133.0,1.0,5.0,53.5510846,9.9936819
5937,public_relations,1,2008,USA,5.0,125371133.0,1.0,3.0,41.8781136,-87.62979820000001
5939,software,1,2002,USA,5.0,125371133.0,1.0,2.0,37.2295733,-80.4139393
5940,ecommerce,1,2010,USA,5.0,125371133.0,1.0,5.0,37.7799273,-121.9780153
5941,web,1,2011,GBR,5.0,125371133.0,2.0,2.0,54.978252000000005,-1.61778
5944,other,2,2005,USA,5.0,37000000.0,3.0,31.0,40.7127753,-74.0059728
5951,enterprise,1,2002,USA,4.0,36100000.0,2.0,22.0,37.4852152,-122.2363548
5958,other,1,2004,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
5963,other,1,2011,USA,5.0,125371133.0,1.0,4.0,37.4529598,-122.1817252
5968,software,1,1999,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
5970,mobile,1,2013,USA,5.0,125371133.0,3.0,5.0,37.7749295,-122.4194155
5973,other,1,2008,USA,4.0,31572684.0,1.0,4.0,40.7127753,-74.0059728
5980,ecommerce,1,2010,BRA,5.0,125371133.0,1.0,2.0,-22.9068467,-43.1728965
5991,web,1,2008,other,5.0,125371133.0,2.0,4.0,-45.8787605,170.5027976
6003,other,1,2010,DEU,5.0,125371133.0,1.0,3.0,49.47741,8.44518
6007,other,1,2012,GBR,5.0,125371133.0,1.0,5.0,51.5073509,-0.12775830000000002
6008,software,1,2009,other,5.0,125371133.0,1.0,1.0,-38.0054771,-57.5426106
6009,consulting,1,2007,other,5.0,125371133.0,1.0,1.0,50.8503463,4.3517211
6018,other,1,2003,USA,5.0,125371133.0,1.0,2.0,33.494170399999994,-111.9260519
6019,other,1,2011,USA,5.0,125371133.0,1.0,4.0,39.9525839,-75.1652215
6026,other,1,2010,USA,5.0,125371133.0,1.0,1.0,36.1352495,-80.2763425
6029,consulting,1,2006,GBR,5.0,125371133.0,1.0,2.0,52.486243,-1.8904009999999998
6031,software,1,2004,GBR,5.0,125371133.0,1.0,1.0,53.567519,-2.021075
6037,software,1,2010,USA,5.0,125371133.0,2.0,3.0,37.7749295,-122.4194155
6038,web,1,2011,USA,5.0,125371133.0,1.0,1.0,42.360082500000004,-71.0588801
6046,other,1,1962,GBR,5.0,125371133.0,1.0,2.0,50.8004646,-1.9830004
6075,software,1,2005,other,5.0,125371133.0,1.0,4.0,38.979222,-94.77251600000001
6077,games_video,1,2011,USA,5.0,125371133.0,1.0,2.0,34.0522342,-118.24368490000002
6089,software,1,2006,USA,5.0,125371133.0,2.0,22.0,33.7489954,-84.3879824
6093,mobile,1,2005,other,5.0,125371133.0,1.0,1.0,23.810332,90.4125181
6098,software,1,2000,GBR,5.0,125371133.0,1.0,3.0,51.5073509,-0.12775830000000002
6103,education,1,2011,USA,5.0,125371133.0,1.0,2.0,34.1545306,-99.2650804
6105,web,2,2006,CAN,5.0,125371133.0,1.0,4.0,43.653226000000004,-79.3831843
6108,other,1,2011,USA,5.0,125371133.0,1.0,1.0,39.9611755,-82.9987942
6125,software,1,2010,USA,5.0,125371133.0,1.0,1.0,28.5383355,-81.3792365
6127,ecommerce,1,2009,other,5.0,125371133.0,2.0,1.0,22.3771304,114.1974398
6131,web,1,2012,CAN,5.0,125371133.0,1.0,2.0,49.282729100000005,-123.1207375
6134,web,1,2010,other,5.0,125371133.0,1.0,1.0,39.9041999,116.4073963
6142,software,1,1996,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
6146,software,1,2001,USA,5.0,125371133.0,1.0,2.0,38.984652000000004,-77.09470920000001
6158,software,1,1996,IND,5.0,125371133.0,1.0,6.0,13.0826802,80.2707184
6160,biotech,1,2010,USA,5.0,118237738.0,1.0,12.0,37.4852152,-122.2363548
6163,other,1,2005,USA,5.0,125371133.0,2.0,4.0,40.6781784,-73.94415790000001
6164,software,1,2002,USA,5.0,125371133.0,1.0,3.0,37.441883399999995,-122.14301950000001
6166,software,1,2003,USA,5.0,125371133.0,1.0,5.0,30.267153000000004,-97.7430608
6177,public_relations,1,2011,DEU,5.0,125371133.0,1.0,1.0,48.1351253,11.581980499999998
6179,mobile,1,2010,other,5.0,125371133.0,1.0,3.0,31.230390399999997,121.4737021
6180,enterprise,1,2011,GBR,5.0,125371133.0,1.0,3.0,51.5073509,-0.12775830000000002
6189,software,1,2009,other,5.0,125371133.0,1.0,2.0,47.497912,19.040235
6191,software,1,1993,USA,5.0,125371133.0,1.0,2.0,34.151749200000005,-118.52142820000002
6196,web,1,2011,CAN,5.0,125371133.0,1.0,2.0,43.653226000000004,-79.3831843
6201,other,1,2007,USA,5.0,125371133.0,1.0,1.0,40.2968979,-111.69464750000002
6203,other,1,2010,other,5.0,125371133.0,1.0,2.0,44.4267674,26.1025384
6208,web,1,2011,USA,5.0,125371133.0,1.0,3.0,41.0534302,-73.53873409999999
6213,ecommerce,1,2010,USA,5.0,125371133.0,1.0,4.0,40.116420399999996,-88.2433829
6216,web,1,2009,USA,5.0,125371133.0,1.0,1.0,34.9248667,-81.02507840000001
6219,games_video,1,2010,other,5.0,125371133.0,1.0,2.0,31.230390399999997,121.4737021
6221,software,1,2008,CAN,5.0,125371133.0,1.0,1.0,49.282729100000005,-123.1207375
6223,ecommerce,2,1999,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
6234,games_video,1,2008,CAN,5.0,125371133.0,1.0,1.0,45.6066487,-73.712409
6236,ecommerce,1,2009,IND,5.0,125371133.0,1.0,1.0,28.6139391,77.20902120000001
6242,public_relations,1,2011,other,5.0,125371133.0,1.0,3.0,50.0755381,14.4378005
6255,web,1,2002,GBR,5.0,125371133.0,1.0,2.0,40.8257625,-96.6851982
6258,network_hosting,1,1996,USA,5.0,125371133.0,1.0,1.0,34.1489719,-118.451357
6265,other,1,2006,other,4.0,107764700.0,2.0,19.0,60.16985570000001,24.938379100000002
6268,other,1,2000,USA,5.0,125371133.0,1.0,5.0,33.6845673,-117.82650490000002
6270,education,1,2010,other,5.0,125371133.0,1.0,1.0,4.1559658,9.263224300000001
6271,web,1,2011,IND,5.0,125371133.0,1.0,1.0,28.7040592,77.1024902
6273,software,1,2011,AUS,5.0,125371133.0,1.0,2.0,-33.8688197,151.2092955
6285,other,1,2010,other,5.0,125371133.0,1.0,3.0,65.01208879999999,25.4650772
6289,web,1,2012,USA,5.0,125371133.0,2.0,5.0,32.715738,-117.1610838
6292,ecommerce,2,2009,USA,5.0,125371133.0,1.0,3.0,21.3069444,-157.8583333
6308,mobile,1,2000,AUS,5.0,125371133.0,1.0,2.0,-33.83965,151.20541
6327,web,1,2008,other,5.0,125371133.0,1.0,1.0,41.902783500000005,12.4963655
6328,other,1,2003,GBR,5.0,125371133.0,1.0,1.0,40.572603,-74.4926541
6332,other,1,2011,other,5.0,125371133.0,1.0,2.0,55.755826,37.6172999
6335,other,1,2009,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
6341,consulting,1,1997,USA,5.0,125371133.0,1.0,1.0,37.665978,-77.5063739
6344,web,1,2011,GBR,5.0,125371133.0,1.0,4.0,51.5073509,-0.12775830000000002
6359,ecommerce,1,2008,GBR,5.0,125371133.0,1.0,4.0,51.5073509,-0.12775830000000002
6361,web,1,2009,CAN,5.0,125371133.0,1.0,2.0,47.2282763,-93.4891022
6364,biotech,1,2001,USA,5.0,125371133.0,1.0,2.0,39.0997265,-94.5785667
6371,software,1,1976,USA,5.0,125371133.0,1.0,2.0,46.56531629999999,-66.46191639999999
6376,software,1,2003,USA,5.0,125371133.0,1.0,2.0,39.739235799999996,-104.990251
6382,other,1,2011,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
6386,consulting,1,2011,USA,5.0,125371133.0,1.0,2.0,44.977753,-93.2650108
6392,advertising,1,2008,USA,5.0,125371133.0,1.0,3.0,52.205337,0.12181700000000001
6394,software,1,2011,USA,5.0,125371133.0,1.0,2.0,38.440428999999995,-122.7140548
6396,consulting,1,2008,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
6405,hardware,1,2000,IND,5.0,125371133.0,1.0,1.0,19.0759837,72.87765590000001
6410,other,2,2007,USA,5.0,125371133.0,1.0,2.0,40.760779299999996,-111.89104740000002
6416,consulting,1,2000,USA,5.0,125371133.0,1.0,2.0,32.0835407,-81.0998342
6424,advertising,1,2011,USA,5.0,125371133.0,1.0,1.0,34.0900091,-118.3617443
6426,search,1,2012,USA,5.0,125371133.0,1.0,1.0,37.906036799999995,-122.5449763
